kapper;июль 2018_profit;июль 2018_bets;авг 2018_profit;авг 2018_bets;сен 2018_profit;сен 2018_bets;окт 2018_profit;окт 2018_bets;ноя 2018_profit;ноя 2018_bets;дек 2018_profit;дек 2018_bets;янв 2019_profit;янв 2019_bets;фев 2019_profit;фев 2019_bets;март 2019_profit;март 2019_bets;апр 2019_profit;апр 2019_bets;май 2019_profit;май 2019_bets;июнь 2019_profit;июнь 2019_bets;июль 2019_profit;июль 2019_bets;авг 2019_profit;авг 2019_bets;сен 2019_profit;сен 2019_bets;окт 2019_profit;окт 2019_bets;ноя 2019_profit;ноя 2019_bets;дек 2019_profit;дек 2019_bets;янв 2020_profit;янв 2020_bets;фев 2020_profit;фев 2020_bets;март 2020_profit;март 2020_bets;апр 2020_profit;апр 2020_bets;май 2020_profit;май 2020_bets;июнь 2020_profit;июнь 2020_bets;июль 2020_profit;июль 2020_bets
Motoris-t;0;0;0;0;0;1;0;1;-3;1;0;0;0;0;-3;1;-2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illarion.Sayapov;0;0;0;0;0;0;42;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0
%D2%E2%EE%E9+%EF%F0%EE%E3%ED%EE%E7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;82;27;134
losh777;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;2;0;0;0;0;21;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
qwer78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Harvey1337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;6;0;0;0;0;0;0;-5;1;0;0
Strapon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gog152;0;0;0;0;0;0;0;0;0;0;0;0;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JayDee;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
H_A_V_E_R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;12;0;0;9;5;0;0;0;0;0;0;0;0
BettingPredictions;2;14;0;10;-19;7;3;6;3;8;0;0;0;0;-6;3;1;10;5;20;-4;2;14;16;0;3;-5;3;0;0;0;0;0;0;0;0;0;0;-2;7;0;0;0;0;-5;1;5;1;-11;5
auo_d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
marat62;3;8;29;17;18;39;-5;17;-3;13;0;6;0;11;-12;7;4;20;-10;3;0;6;16;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
toxmik;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VaLeRoN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7;2;0;0;0;0;-4;1;-1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kinesis7475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
J_C_Nefer;-8;2;-2;5;0;0;0;0;19;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;13;8;6
yourlife93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;14;0;0;0;0;-1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ProgruzaNET;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;43;5;-5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
porezon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Neopop;1;6;0;4;0;0;17;12;0;2;0;0;-2;1;0;0;9;2;5;1;0;0;8;5;3;1;1;2;-5;1;4;1;5;1;-3;1;0;0;4;1;-1;2;0;0;0;0;-5;1;-3;1
beribaev;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;13;-9;2;0;0;0;0;0;0;0;0
smile;2;4;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kuznechik92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6;3;0;0;0;0;0;0;28;13;20;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Novi4ek;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Element-X;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
kirovcity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;42;2;2;4;8;0;0;15;46;0;0;0;0;0;0
DanielPredictor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;20;39;63;7;13;2;7;-5;1;0;0;1;7;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;2;0;0
Vrachevatel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sebesh-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;41
%CF%E0%E2%E5%EB+%CA%F3%E4%F0%E5%E2%E0%F2%FB%F5;0;0;0;0;0;0;0;0;0;0;0;0;1;2;-14;3;55;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rassudok;0;0;0;0;0;0;0;0;0;0;0;0;-5;1;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
matvey007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rassudok;0;0;0;0;0;0;0;0;0;0;0;0;-5;1;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Crocostep;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;8;4;1;25;11;3;1;0;0;0;0;-4;1;-8;11;-4;1;0;0;8;4;-4;1;0;0;0;0;-7;2;-7;2
0VirusTrueLies0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;109
brod78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;14;7;2;1;0;0;0;0;0;0;7;3;8;2;0;0;-1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
leool;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
pazl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8;34;22;-3;14;4;9;-15;9;0;0;0;0;0;0;-4;1;0;0;0;0;11;4;0;0;0;0
invict;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Avanturist3;0;0;0;0;56;17;-14;3;1;3;0;0;0;0;0;0;-2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tysyachnik;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;20;24;147;56;129;12;65;-32;85;8;88;-7;29;-30;101;4;101;0;0;0;0
TheNotorious;0;0;-8;15;-3;12;0;0;0;0;0;0;0;0;0;0;-4;19;0;0;0;0;0;0;5;9;0;0;0;0;0;0;-9;6;0;0;0;0;0;0;0;0;0;0;-7;8;0;2;0;0
Manchester94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EVGEN_KUZNEC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;13;-4;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BruceCamp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;36;0;19
Dmitriu1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mamb3t.;42;6;12;10;2;1;5;14;6;13;-5;1;14;5;0;0;3;5;0;0;0;0;-8;6;0;0;0;0;-5;1;-7;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
den.lemeshevski;0;0;0;0;7;2;1;5;0;0;-5;3;0;0;0;0;-9;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0
vitya80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;25;3;13;0;0;0;0;0;0;0;0;0;0
ChokDee;0;0;0;0;23;15;0;0;0;0;-3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;0;0;0;0;0;0;0;0;0;0;0;0
vipman999;0;0;0;0;0;0;13;7;-4;1;0;0;3;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aleksandr.kuksa;0;0;0;0;0;0;0;0;-3;14;6;49;13;71;-22;78;7;15;-9;20;0;0;-5;1;0;0;0;0;0;0;0;0;13;56;2;107;27;84;29;79;-20;39;2;5;5;26;-7;75;1;12
sem1002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
small+market;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;2;0;0;12;14;24;18;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
killbets;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
xoiox;0;0;0;0;0;0;-6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Orakul85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;1;18;2;-2;1
MegaWin;0;0;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dH4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;25;8;22;1;8;5;12;0;0;0;0;0;0;-14;12
nedimon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19;18;71;35;4;8;-11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
artemvlg;0;0;-9;2;6;2;0;0;0;0;0;0;-11;16;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stanx11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;33;23;1;16;9;12;-14;13;10;16;-3;5;1;15;0;0;0;0
Maksim44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GODBET;-9;2;14;9;1;13;-2;2;0;0;-5;6;-1;5;1;7;0;0;0;0;0;0;0;0;0;0;6;2;-6;3;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0
Mixail151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;60;-33;27;0;0;0;0;-3;6;0;0;0;0;0;0;0;0
Ollix;-3;1;4;1;-3;1;0;0;2;1;0;0;0;0;-3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sv9tsa;0;0;0;0;-1;5;-8;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bazan52;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
%D1%EF%EE%F0%F2+%EA%E0%EA+%E1%E8%E7%ED%E5%F1;0;0;0;0;0;0;0;0;0;0;0;0;9;13;-10;14;-5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;-7;9;0;0;0;0
roma7775566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Inferno22;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0
risk69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
falin;0;0;0;0;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Steim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7;0;0;0;0;0;0;0;0;0;0;0;0
%F1%E0%EC%EE%E5+%E8%ED%F2%E5%F0%E5%F1%ED%EE%E5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;6;-12;9;12;19;4;1;14;8;0;0;0;0;-5;1;0;0
dron2109;-3;1;0;0;0;0;0;0;0;0;16;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Privilege;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BlackeDjeck;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
maestro_bo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;15;9;16;1;10;0;2;0;0;0;0;0;0
kiler_47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fearless0821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;60;9;66;0;0;0;0;-1;2;0;0;0;0
Donald+John+Trump+88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;19;68;3;6;11;10;0;0;3;1;0;0
viomble;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;29;4;40;1;62;12;9;-3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pocomaxa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chao86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;42;50;-6;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bahhtee;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
andrey.korablev;0;0;0;8;-15;24;-6;24;1;15;17;12;9;14;2;13;18;25;12;18;-26;31;0;19;5;22;14;15;8;15;1;17;5;19;-23;19;0;11;10;11;1;12;2;8;-4;15;11;14;-6;18
Caribbean;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8;15;-3;1;0;0;1;28;70;61;-14;28;0;23;-3;27;5;20;-9;4
sistemist;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BMW002;0;0;0;0;-5;1;-5;1;0;0;0;0;0;13;14;5;4;24;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;1;-2;5;-4;3;0;0;0;0;0;0
AlexFederer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;50;0;0;0;2;13;12;0;0;0;0;0;0;-9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pulver;6;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jack_Griffin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Express1967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;-17;43;60;88;-20;45;-6;9;0;0;0;0;0;0;0;0;0;0
Ajaxxx;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Koji;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;26;9;21;-5;1
mistery1986;0;0;0;0;0;0;27;10;11;3;-4;1;0;0;-1;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
andreymotarykin1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JackeyLove;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;45;-2;19;0;0;0;0
Bayer04;0;0;0;0;0;0;0;0;-3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SiNNNeR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
%C7%EB%EE%E9;0;0;0;0;21;10;-16;37;3;8;0;0;0;0;2;1;0;0;2;4;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
blaxblox;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jiowanderer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AbricoZZ;0;0;0;0;0;0;-5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5;1;0;0;0;0;0;0;0;0;-9;2;0;0
Rassvett;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
murzilkbarsik;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pmakc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aleksandr_fedoseev;0;2;5;1;2;1;0;0;0;0;0;0;0;0;0;0;5;7;9;72;18;14;0;0;0;0;0;0;25;34;-21;13;26;40;-4;1;-3;3;0;0;0;0;0;0;0;0;0;0;0;0
aleksandr.rogachev;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;5;14;3;0;0;0;0;-2;1;0;0;0;0;-7;3;0;0;0;0
kraaash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tim1155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vasper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Strannik2285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;1;0;0;0;0;0;0;35;12;-3;7
Gazar2014;-2;45;-15;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alik32;-3;1;0;0;2;48;13;28;0;0;3;18;12;51;-6;39;-1;13;0;2;-1;11;0;2;0;4;1;3;0;0;0;0;0;0;0;0;0;0;-2;1;0;0;0;0;0;0;0;0;0;0
samyy_on;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;65;-42;24;5;3;0;1;8;2;0;0;0;0;-9;2;0;0
chingishovalyg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Radiknazmiev141199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9
goal+monster;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;19;34;14;34;-3;26;-6;26;-3;10;7;3;13;22;-9;58;-6;39
rashid.abishev;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;15;0;0;0;0;37;67;-11;56;0;0;0;0;0;0;0;0;0;0;0;0
Gleb_Chorniy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;23;1;26;0;0
Gray777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;20;7;13;-7;3;0;0;0;0;0;0;-5;1
